K1,K2,GROUP,CPUD,INTCD,TIMERD,SERIALD,SUMD
imx6,generic,122-140,0,3,1,0,4
imx6,generic,122-141,0,3,1,0,4
imx6,generic,122-142,0,3,2,0,5
imx6,generic,122-143,0,3,1,0,4
imx6,generic,122-144,0,3,1,0,4
imx6,generic,122-145,0,0,0,0,0
imx6,generic,122-146,0,3,2,0,5
imx6,generic,122-147,0,3,1,0,4
imx6,generic,122-148,0,3,2,0,5
imx6,generic,122-149,0,3,2,0,5
imx6,generic,123-0,0,0,0,0,0
imx6,generic,123-1,0,0,2,0,2
imx6,generic,123-2,0,0,2,0,2
imx6,generic,123-3,0,0,2,0,2
imx6,generic,123-4,0,0,2,0,2
imx6,generic,123-5,0,0,0,0,0
imx6,generic,123-6,0,0,0,0,0
imx6,generic,123-7,0,0,0,0,0
imx6,generic,123-8,0,0,0,0,0
imx6,generic,123-9,0,0,0,0,0
imx6,generic,123-10,0,0,2,0,2
imx6,generic,123-11,0,0,2,0,2
imx6,generic,123-12,0,0,2,0,2
imx6,generic,123-13,0,0,0,0,0
imx6,generic,123-14,0,0,0,0,0
imx6,generic,123-15,0,0,0,0,0
imx6,generic,123-16,0,0,0,0,0
imx6,generic,123-17,0,0,2,0,2
imx6,generic,123-18,0,0,0,0,0
imx6,generic,123-19,0,0,0,0,0
imx6,generic,123-20,0,0,0,0,0
imx6,generic,123-21,0,0,2,0,2
imx6,generic,123-22,0,0,2,0,2
imx6,generic,123-23,0,0,2,0,2
imx6,generic,123-24,0,0,0,0,0
imx6,generic,123-25,1,2,3,0,6
imx6,generic,123-26,0,0,2,0,2
imx6,generic,123-27,0,0,0,0,0
imx6,generic,123-28,0,0,2,0,2
imx6,generic,123-29,0,1,2,0,3
imx6,generic,123-30,0,0,0,0,0
imx6,generic,123-31,0,0,0,0,0
imx6,generic,123-32,0,0,2,0,2
imx6,generic,123-33,0,0,2,0,2
imx6,generic,123-34,0,0,2,0,2
imx6,generic,123-35,0,0,0,0,0
imx6,generic,123-36,0,0,0,0,0
imx6,generic,123-37,0,0,2,0,2
imx6,generic,123-38,0,0,0,0,0
imx6,generic,123-39,0,0,0,0,0
imx6,generic,123-40,0,0,0,0,0
imx6,generic,123-41,0,0,2,0,2
imx6,generic,123-42,0,0,2,0,2
imx6,generic,123-43,0,0,0,0,0
imx6,generic,123-44,0,1,3,0,4
imx6,generic,123-45,1,2,3,0,6
imx6,generic,123-46,0,0,0,0,0
imx6,generic,123-47,0,0,0,0,0
imx6,generic,123-48,0,0,2,0,2
imx6,generic,123-49,0,0,0,0,0
imx6,generic,123-50,0,0,0,0,0
imx6,generic,123-51,0,0,2,0,2
imx6,generic,123-52,0,0,0,0,0
imx6,generic,123-53,0,1,2,0,3
imx6,generic,123-54,1,2,3,0,6
imx6,generic,123-55,1,2,3,0,6
imx6,generic,123-56,0,0,0,0,0
imx6,generic,123-57,0,1,2,0,3
imx6,generic,123-58,0,0,2,0,2
imx6,generic,123-59,0,0,0,0,0
imx6,generic,123-60,0,0,0,0,0
imx6,generic,123-61,0,0,2,0,2
imx6,generic,123-62,0,0,0,0,0
imx6,generic,123-63,0,0,2,0,2
imx6,generic,123-64,0,1,3,0,4
imx6,generic,123-65,0,0,0,0,0
imx6,generic,123-66,0,0,2,0,2
imx6,generic,123-67,0,0,2,0,2
imx6,generic,123-68,0,0,2,0,2
imx6,generic,123-69,0,1,2,0,3
imx6,generic,123-70,0,0,0,0,0
imx6,generic,123-71,0,0,0,0,0
imx6,generic,123-72,0,0,2,0,2
imx6,generic,123-73,0,0,0,0,0
imx6,generic,123-74,0,0,2,0,2
imx6,generic,123-75,0,0,0,0,0
imx6,generic,123-76,0,0,2,0,2
imx6,generic,123-77,0,0,0,0,0
imx6,generic,123-78,0,0,2,0,2
imx6,generic,123-79,1,2,3,0,6
imx6,generic,123-80,1,2,3,0,6
imx6,generic,123-81,0,0,2,0,2
imx6,generic,123-82,0,0,2,0,2
imx6,generic,123-83,0,0,0,0,0
imx6,generic,123-84,0,0,2,0,2
imx6,generic,123-85,0,0,0,0,0
imx6,generic,123-86,1,2,3,0,6
imx6,generic,123-87,0,0,2,0,2
imx6,generic,123-88,0,0,0,0,0
imx6,generic,123-89,0,0,0,0,0
imx6,generic,123-90,0,0,2,0,2
imx6,generic,123-91,0,0,2,0,2
imx6,generic,123-92,0,0,0,0,0
imx6,generic,123-93,0,0,0,0,0
imx6,generic,123-94,0,0,0,0,0
imx6,generic,123-95,0,0,2,0,2
imx6,generic,123-96,0,0,2,0,2
imx6,generic,123-97,0,0,2,0,2
imx6,generic,123-98,0,0,0,0,0
imx6,generic,123-99,0,0,0,0,0
imx6,generic,123-100,0,0,0,0,0
imx6,generic,123-101,0,0,0,0,0
imx6,generic,123-102,0,1,2,0,3
imx6,generic,123-103,0,0,0,0,0
imx6,generic,123-104,0,0,0,0,0
imx6,generic,123-105,0,0,0,0,0
imx6,generic,123-106,0,0,2,0,2
imx6,generic,123-107,0,0,0,0,0
imx6,generic,123-108,0,0,0,0,0
imx6,generic,123-109,1,2,3,0,6
imx6,generic,123-110,0,0,0,0,0
imx6,generic,123-111,1,2,3,0,6
imx6,generic,123-112,0,0,0,0,0
imx6,generic,123-113,0,0,0,0,0
imx6,generic,123-114,0,0,0,0,0
imx6,generic,123-115,0,0,0,0,0
imx6,generic,123-116,0,0,0,0,0
imx6,generic,123-117,0,0,0,0,0
imx6,generic,123-118,0,0,0,0,0
imx6,generic,123-119,0,0,0,0,0
imx6,generic,123-120,0,0,0,0,0
imx6,generic,123-121,0,0,0,0,0
imx6,generic,123-122,0,1,2,0,3
imx6,generic,123-123,0,0,0,0,0
imx6,generic,123-124,0,0,2,0,2
imx6,generic,123-125,1,2,3,0,6
imx6,generic,123-126,0,0,2,0,2
imx6,generic,123-127,0,0,0,0,0
imx6,generic,123-128,0,0,2,0,2
imx6,generic,123-129,1,2,3,0,6
imx6,generic,123-130,0,0,2,0,2
imx6,generic,123-131,0,0,2,0,2
imx6,generic,123-132,0,0,0,0,0
imx6,generic,123-133,0,0,2,0,2
imx6,generic,123-134,0,0,0,0,0
imx6,generic,123-135,0,0,0,0,0
imx6,generic,123-136,0,0,0,0,0
imx6,generic,123-137,0,0,2,0,2
imx6,generic,123-138,0,1,2,0,3
imx6,generic,123-139,0,0,0,0,0
imx6,generic,123-140,0,0,0,0,0
imx6,generic,123-141,0,0,0,0,0
imx6,generic,123-142,0,0,2,0,2
imx6,generic,123-143,0,0,0,0,0
imx6,generic,123-144,0,0,0,0,0
imx6,generic,123-145,0,1,2,0,3
imx6,generic,123-146,0,0,2,0,2
imx6,generic,123-147,0,0,0,0,0
imx6,generic,123-148,0,0,2,0,2
imx6,generic,123-149,0,0,2,0,2
imx6,generic,124-0,0,0,1,0,1
imx6,generic,124-1,0,0,0,0,0
imx6,generic,124-2,0,0,0,0,0
imx6,generic,124-3,0,0,0,0,0
imx6,generic,124-4,0,0,0,0,0
imx6,generic,124-5,0,0,1,0,1
imx6,generic,124-6,0,0,1,0,1
imx6,generic,124-7,0,0,1,0,1
imx6,generic,124-8,0,0,1,0,1
imx6,generic,124-9,0,0,1,0,1
imx6,generic,124-10,0,0,0,0,0
imx6,generic,124-11,0,0,0,0,0
imx6,generic,124-12,0,0,0,0,0
imx6,generic,124-13,0,0,1,0,1
imx6,generic,124-14,0,0,1,0,1
imx6,generic,124-15,0,0,1,0,1
imx6,generic,124-16,0,0,1,0,1
imx6,generic,124-17,0,0,0,0,0
imx6,generic,124-18,0,0,1,0,1
imx6,generic,124-19,0,0,1,0,1
imx6,generic,124-20,0,0,1,0,1
imx6,generic,124-21,0,0,0,0,0
imx6,generic,124-22,0,0,0,0,0
imx6,generic,124-23,0,0,0,0,0
imx6,generic,124-24,0,0,1,0,1
imx6,generic,124-25,1,2,2,0,5
imx6,generic,124-26,0,0,0,0,0
imx6,generic,124-27,0,0,1,0,1
imx6,generic,124-28,0,0,0,0,0
imx6,generic,124-29,0,1,2,0,3
imx6,generic,124-30,0,0,1,0,1
imx6,generic,124-31,0,0,1,0,1
imx6,generic,124-32,0,0,0,0,0
imx6,generic,124-33,0,0,0,0,0
imx6,generic,124-34,0,0,0,0,0
imx6,generic,124-35,0,0,1,0,1
imx6,generic,124-36,0,0,1,0,1
imx6,generic,124-37,0,0,0,0,0
imx6,generic,124-38,0,0,1,0,1
imx6,generic,124-39,0,0,1,0,1
imx6,generic,124-40,0,0,1,0,1
imx6,generic,124-41,0,0,0,0,0
imx6,generic,124-42,0,0,0,0,0
imx6,generic,124-43,0,0,1,0,1
imx6,generic,124-44,0,1,2,0,3
imx6,generic,124-45,1,2,2,0,5
imx6,generic,124-46,0,0,1,0,1
imx6,generic,124-47,0,0,1,0,1
imx6,generic,124-48,0,0,0,0,0
imx6,generic,124-49,0,0,1,0,1
imx6,generic,124-50,0,0,1,0,1
imx6,generic,124-51,0,0,0,0,0
imx6,generic,124-52,0,0,1,0,1
imx6,generic,124-53,0,1,2,0,3
imx6,generic,124-54,1,2,2,0,5
imx6,generic,124-55,1,2,2,0,5
imx6,generic,124-56,0,0,1,0,1
imx6,generic,124-57,0,1,2,0,3
imx6,generic,124-58,0,0,0,0,0
imx6,generic,124-59,0,0,1,0,1
imx6,generic,124-60,0,0,1,0,1
imx6,generic,124-61,0,0,0,0,0
imx6,generic,124-62,0,0,1,0,1
imx6,generic,124-63,0,0,0,0,0
imx6,generic,124-64,0,1,2,0,3
imx6,generic,124-65,0,0,1,0,1
imx6,generic,124-66,0,0,0,0,0
imx6,generic,124-67,0,0,0,0,0
imx6,generic,124-68,0,0,0,0,0
imx6,generic,124-69,0,1,2,0,3
imx6,generic,124-70,0,0,1,0,1
imx6,generic,124-71,0,0,1,0,1
imx6,generic,124-72,0,0,0,0,0
imx6,generic,124-73,0,0,1,0,1
imx6,generic,124-74,0,0,0,0,0
imx6,generic,124-75,0,0,1,0,1
imx6,generic,124-76,0,0,0,0,0
imx6,generic,124-77,0,0,1,0,1
imx6,generic,124-78,0,0,0,0,0
imx6,generic,124-79,1,2,2,0,5
imx6,generic,124-80,1,2,2,0,5
imx6,generic,124-81,0,0,0,0,0
imx6,generic,124-82,0,0,0,0,0
imx6,generic,124-83,0,0,1,0,1
imx6,generic,124-84,0,0,0,0,0
imx6,generic,124-85,0,0,1,0,1
imx6,generic,124-86,1,2,2,0,5
imx6,generic,124-87,0,0,0,0,0
imx6,generic,124-88,0,0,1,0,1
imx6,generic,124-89,0,0,1,0,1
imx6,generic,124-90,0,0,0,0,0
imx6,generic,124-91,0,0,0,0,0
imx6,generic,124-92,0,0,1,0,1
imx6,generic,124-93,0,0,1,0,1
imx6,generic,124-94,0,0,1,0,1
imx6,generic,124-95,0,0,0,0,0
imx6,generic,124-96,0,0,0,0,0
imx6,generic,124-97,0,0,0,0,0
imx6,generic,124-98,0,0,1,0,1
imx6,generic,124-99,0,0,1,0,1
imx6,generic,124-100,0,0,1,0,1
imx6,generic,124-101,0,0,1,0,1
imx6,generic,124-102,0,1,2,0,3
imx6,generic,124-103,0,0,1,0,1
imx6,generic,124-104,0,0,1,0,1
imx6,generic,124-105,0,0,1,0,1
imx6,generic,124-106,0,0,0,0,0
imx6,generic,124-107,0,0,1,0,1
imx6,generic,124-108,0,0,1,0,1
imx6,generic,124-109,1,2,2,0,5
imx6,generic,124-110,0,0,1,0,1
imx6,generic,124-111,1,2,2,0,5
imx6,generic,124-112,0,0,1,0,1
imx6,generic,124-113,0,0,1,0,1
imx6,generic,124-114,0,0,1,0,1
imx6,generic,124-115,0,0,1,0,1
imx6,generic,124-116,0,0,1,0,1
imx6,generic,124-117,0,0,1,0,1
imx6,generic,124-118,0,0,1,0,1
imx6,generic,124-119,0,0,1,0,1
imx6,generic,124-120,0,0,1,0,1
imx6,generic,124-121,0,0,1,0,1
imx6,generic,124-122,0,1,2,0,3
imx6,generic,124-123,0,0,1,0,1
imx6,generic,124-124,0,0,0,0,0
imx6,generic,124-125,1,2,2,0,5
imx6,generic,124-126,0,0,0,0,0
imx6,generic,124-127,0,0,1,0,1
imx6,generic,124-128,0,0,0,0,0
imx6,generic,124-129,1,2,2,0,5
imx6,generic,124-130,0,0,0,0,0
imx6,generic,124-131,0,0,0,0,0
imx6,generic,124-132,0,0,1,0,1
imx6,generic,124-133,0,0,0,0,0
imx6,generic,124-134,0,0,1,0,1
imx6,generic,124-135,0,0,1,0,1
imx6,generic,124-136,0,0,1,0,1
imx6,generic,124-137,0,0,0,0,0
imx6,generic,124-138,0,1,2,0,3
imx6,generic,124-139,0,0,1,0,1
imx6,generic,124-140,0,0,1,0,1
imx6,generic,124-141,0,0,1,0,1
imx6,generic,124-142,0,0,0,0,0
imx6,generic,124-143,0,0,1,0,1
imx6,generic,124-144,0,0,1,0,1
imx6,generic,124-145,0,1,2,0,3
imx6,generic,124-146,0,0,0,0,0
imx6,generic,124-147,0,0,1,0,1
imx6,generic,124-148,0,0,0,0,0
imx6,generic,124-149,0,0,0,0,0
imx6,generic,125-0,1,5,2,0,8
imx6,generic,125-1,1,5,2,0,8
imx6,generic,125-2,1,5,2,0,8
imx6,generic,125-3,1,5,2,0,8
imx6,generic,125-4,1,5,2,0,8
imx6,generic,125-5,1,5,2,0,8
imx6,generic,125-6,1,5,2,0,8
imx6,generic,125-7,1,5,2,0,8
imx6,generic,125-8,1,5,2,0,8
imx6,generic,125-9,1,5,2,0,8
imx6,generic,125-10,1,5,2,0,8
imx6,generic,125-11,1,5,2,0,8
imx6,generic,125-12,1,5,2,0,8
imx6,generic,125-13,1,5,2,0,8
imx6,generic,125-14,1,5,2,0,8
imx6,generic,125-15,1,5,2,0,8
imx6,generic,125-16,1,5,2,0,8
imx6,generic,125-17,1,5,2,0,8
imx6,generic,125-18,1,5,2,0,8
imx6,generic,125-19,1,5,2,0,8
imx6,generic,125-20,1,5,2,0,8
imx6,generic,125-21,1,5,2,0,8
imx6,generic,125-22,1,5,2,0,8
imx6,generic,125-23,1,5,2,0,8
imx6,generic,125-24,1,5,2,0,8
imx6,generic,125-25,0,0,0,0,0
imx6,generic,125-26,1,5,2,0,8
imx6,generic,125-27,1,5,2,0,8
imx6,generic,125-28,1,5,2,0,8
imx6,generic,125-29,1,4,1,0,6
imx6,generic,125-30,1,5,2,0,8
imx6,generic,125-31,1,5,2,0,8
imx6,generic,125-32,1,5,2,0,8
imx6,generic,125-33,1,5,2,0,8
imx6,generic,125-34,1,5,2,0,8
imx6,generic,125-35,1,5,2,0,8
imx6,generic,125-36,1,5,2,0,8
imx6,generic,125-37,1,5,2,0,8
imx6,generic,125-38,1,5,2,0,8
imx6,generic,125-39,1,5,2,0,8
imx6,generic,125-40,1,5,2,0,8
imx6,generic,125-41,1,5,2,0,8
imx6,generic,125-42,1,5,2,0,8
imx6,generic,125-43,1,5,2,0,8
imx6,generic,125-44,1,4,2,0,7
imx6,generic,125-45,0,0,0,0,0
imx6,generic,125-46,1,5,2,0,8
imx6,generic,125-47,1,5,2,0,8
imx6,generic,125-48,1,5,2,0,8
imx6,generic,125-49,1,5,2,0,8
imx6,generic,125-50,1,5,2,0,8
imx6,generic,125-51,1,5,2,0,8
imx6,generic,125-52,1,5,2,0,8
imx6,generic,125-53,1,4,1,0,6
imx6,generic,125-54,0,0,0,0,0
imx6,generic,125-55,0,0,0,0,0
imx6,generic,125-56,1,5,2,0,8
imx6,generic,125-57,1,4,1,0,6
imx6,generic,125-58,1,5,2,0,8
imx6,generic,125-59,1,5,2,0,8
imx6,generic,125-60,1,5,2,0,8
imx6,generic,125-61,1,5,2,0,8
imx6,generic,125-62,1,5,2,0,8
imx6,generic,125-63,1,5,2,0,8
imx6,generic,125-64,1,4,2,0,7
imx6,generic,125-65,1,5,2,0,8
imx6,generic,125-66,1,5,2,0,8
imx6,generic,125-67,1,5,2,0,8
imx6,generic,125-68,1,5,2,0,8
imx6,generic,125-69,1,4,1,0,6
imx6,generic,125-70,1,5,2,0,8
imx6,generic,125-71,1,5,2,0,8
imx6,generic,125-72,1,5,2,0,8
imx6,generic,125-73,1,5,2,0,8
imx6,generic,125-74,1,5,2,0,8
imx6,generic,125-75,1,5,2,0,8
imx6,generic,125-76,1,5,2,0,8
imx6,generic,125-77,1,5,2,0,8
imx6,generic,125-78,1,5,2,0,8
imx6,generic,125-79,0,0,0,0,0
imx6,generic,125-80,0,0,0,0,0
imx6,generic,125-81,1,5,2,0,8
imx6,generic,125-82,1,5,2,0,8
imx6,generic,125-83,1,5,2,0,8
imx6,generic,125-84,1,5,2,0,8
imx6,generic,125-85,1,5,2,0,8
imx6,generic,125-86,0,0,0,0,0
imx6,generic,125-87,1,5,2,0,8
imx6,generic,125-88,1,5,2,0,8
imx6,generic,125-89,1,5,2,0,8
imx6,generic,125-90,1,5,2,0,8
imx6,generic,125-91,1,5,2,0,8
imx6,generic,125-92,1,5,2,0,8
imx6,generic,125-93,1,5,2,0,8
imx6,generic,125-94,1,5,2,0,8
imx6,generic,125-95,1,5,2,0,8
imx6,generic,125-96,1,5,2,0,8
imx6,generic,125-97,1,5,2,0,8
imx6,generic,125-98,1,5,2,0,8
imx6,generic,125-99,1,5,2,0,8
imx6,generic,125-100,1,5,2,0,8
imx6,generic,125-101,1,5,2,0,8
imx6,generic,125-102,1,4,1,0,6
imx6,generic,125-103,1,5,2,0,8
imx6,generic,125-104,1,5,2,0,8
imx6,generic,125-105,1,5,2,0,8
imx6,generic,125-106,1,5,2,0,8
imx6,generic,125-107,1,5,2,0,8
imx6,generic,125-108,1,5,2,0,8
imx6,generic,125-109,0,0,0,0,0
imx6,generic,125-110,1,5,2,0,8
imx6,generic,125-111,0,0,0,0,0
imx6,generic,125-112,1,5,2,0,8
imx6,generic,125-113,1,5,2,0,8
imx6,generic,125-114,1,5,2,0,8
imx6,generic,125-115,1,5,2,0,8
imx6,generic,125-116,1,5,2,0,8
imx6,generic,125-117,1,5,2,0,8
imx6,generic,125-118,1,5,2,0,8
imx6,generic,125-119,1,5,2,0,8
imx6,generic,125-120,1,5,2,0,8
imx6,generic,125-121,1,5,2,0,8
imx6,generic,125-122,1,4,1,0,6
imx6,generic,125-123,1,5,2,0,8
imx6,generic,125-124,1,5,2,0,8
imx6,generic,125-125,0,0,0,0,0
imx6,generic,125-126,1,5,2,0,8
imx6,generic,125-127,1,5,2,0,8
imx6,generic,125-128,1,5,2,0,8
imx6,generic,125-129,0,0,0,0,0
imx6,generic,125-130,1,5,2,0,8
imx6,generic,125-131,1,5,2,0,8
imx6,generic,125-132,1,5,2,0,8
imx6,generic,125-133,1,5,2,0,8
imx6,generic,125-134,1,5,2,0,8
imx6,generic,125-135,1,5,2,0,8
imx6,generic,125-136,1,5,2,0,8
imx6,generic,125-137,1,5,2,0,8
imx6,generic,125-138,1,4,1,0,6
imx6,generic,125-139,1,5,2,0,8
imx6,generic,125-140,1,5,2,0,8
imx6,generic,125-141,1,5,2,0,8
imx6,generic,125-142,1,5,2,0,8
imx6,generic,125-143,1,5,2,0,8
imx6,generic,125-144,1,5,2,0,8
imx6,generic,125-145,1,4,1,0,6
imx6,generic,125-146,1,5,2,0,8
imx6,generic,125-147,1,5,2,0,8
imx6,generic,125-148,1,5,2,0,8
imx6,generic,125-149,1,5,2,0,8
imx6,generic,126-0,0,0,1,0,1
imx6,generic,126-1,0,0,0,0,0
imx6,generic,126-2,0,0,0,0,0
imx6,generic,126-3,0,0,0,0,0
imx6,generic,126-4,0,0,0,0,0
imx6,generic,126-5,0,0,1,0,1
imx6,generic,126-6,0,0,1,0,1
imx6,generic,126-7,0,0,1,0,1
imx6,generic,126-8,0,0,1,0,1
imx6,generic,126-9,0,0,1,0,1
imx6,generic,126-10,0,0,0,0,0
imx6,generic,126-11,0,0,0,0,0
imx6,generic,126-12,0,0,0,0,0
imx6,generic,126-13,0,0,1,0,1
imx6,generic,126-14,0,0,1,0,1
imx6,generic,126-15,0,0,1,0,1
imx6,generic,126-16,0,0,1,0,1
imx6,generic,126-17,0,0,0,0,0
imx6,generic,126-18,0,0,1,0,1
imx6,generic,126-19,0,0,1,0,1
imx6,generic,126-20,0,0,1,0,1
imx6,generic,126-21,0,0,0,0,0
imx6,generic,126-22,0,0,0,0,0
imx6,generic,126-23,0,0,0,0,0
imx6,generic,126-24,0,0,1,0,1
imx6,generic,126-25,1,2,2,0,5
imx6,generic,126-26,0,0,0,0,0
imx6,generic,126-27,0,0,1,0,1
imx6,generic,126-28,0,0,0,0,0
imx6,generic,126-29,0,1,2,0,3
imx6,generic,126-30,0,0,1,0,1
imx6,generic,126-31,0,0,1,0,1
imx6,generic,126-32,0,0,0,0,0
imx6,generic,126-33,0,0,0,0,0
imx6,generic,126-34,0,0,0,0,0
imx6,generic,126-35,0,0,1,0,1
imx6,generic,126-36,0,0,1,0,1
imx6,generic,126-37,0,0,0,0,0
imx6,generic,126-38,0,0,1,0,1
imx6,generic,126-39,0,0,1,0,1
imx6,generic,126-40,0,0,1,0,1
imx6,generic,126-41,0,0,0,0,0
imx6,generic,126-42,0,0,0,0,0
imx6,generic,126-43,0,0,1,0,1
imx6,generic,126-44,0,1,2,0,3
imx6,generic,126-45,1,2,2,0,5
imx6,generic,126-46,0,0,1,0,1
imx6,generic,126-47,0,0,1,0,1
imx6,generic,126-48,0,0,0,0,0
imx6,generic,126-49,0,0,1,0,1
imx6,generic,126-50,0,0,1,0,1
imx6,generic,126-51,0,0,0,0,0
imx6,generic,126-52,0,0,1,0,1
imx6,generic,126-53,0,1,2,0,3
imx6,generic,126-54,1,2,2,0,5
imx6,generic,126-55,1,2,2,0,5
imx6,generic,126-56,0,0,1,0,1
imx6,generic,126-57,0,1,2,0,3
imx6,generic,126-58,0,0,0,0,0
imx6,generic,126-59,0,0,1,0,1
imx6,generic,126-60,0,0,1,0,1
imx6,generic,126-61,0,0,0,0,0
imx6,generic,126-62,0,0,1,0,1
imx6,generic,126-63,0,0,0,0,0
imx6,generic,126-64,0,1,2,0,3
imx6,generic,126-65,0,0,1,0,1
imx6,generic,126-66,0,0,0,0,0
imx6,generic,126-67,0,0,0,0,0
imx6,generic,126-68,0,0,0,0,0
imx6,generic,126-69,0,1,2,0,3
imx6,generic,126-70,0,0,1,0,1
imx6,generic,126-71,0,0,1,0,1
imx6,generic,126-72,0,0,0,0,0
imx6,generic,126-73,0,0,1,0,1
imx6,generic,126-74,0,0,0,0,0
imx6,generic,126-75,0,0,1,0,1
imx6,generic,126-76,0,0,0,0,0
imx6,generic,126-77,0,0,1,0,1
imx6,generic,126-78,0,0,0,0,0
imx6,generic,126-79,1,2,2,0,5
imx6,generic,126-80,1,2,2,0,5
imx6,generic,126-81,0,0,0,0,0
imx6,generic,126-82,0,0,0,0,0
imx6,generic,126-83,0,0,1,0,1
imx6,generic,126-84,0,0,0,0,0
imx6,generic,126-85,0,0,1,0,1
imx6,generic,126-86,1,2,2,0,5
imx6,generic,126-87,0,0,0,0,0
imx6,generic,126-88,0,0,1,0,1
imx6,generic,126-89,0,0,1,0,1
imx6,generic,126-90,0,0,0,0,0
imx6,generic,126-91,0,0,0,0,0
imx6,generic,126-92,0,0,1,0,1
imx6,generic,126-93,0,0,1,0,1
imx6,generic,126-94,0,0,1,0,1
imx6,generic,126-95,0,0,0,0,0
imx6,generic,126-96,0,0,0,0,0
imx6,generic,126-97,0,0,0,0,0
imx6,generic,126-98,0,0,1,0,1
imx6,generic,126-99,0,0,1,0,1
imx6,generic,126-100,0,0,1,0,1
imx6,generic,126-101,0,0,1,0,1
imx6,generic,126-102,0,1,2,0,3
imx6,generic,126-103,0,0,1,0,1
imx6,generic,126-104,0,0,1,0,1
imx6,generic,126-105,0,0,1,0,1
imx6,generic,126-106,0,0,0,0,0
imx6,generic,126-107,0,0,1,0,1
imx6,generic,126-108,0,0,1,0,1
imx6,generic,126-109,1,2,2,0,5
imx6,generic,126-110,0,0,1,0,1
imx6,generic,126-111,1,2,2,0,5
imx6,generic,126-112,0,0,1,0,1
imx6,generic,126-113,0,0,1,0,1
imx6,generic,126-114,0,0,1,0,1
imx6,generic,126-115,0,0,1,0,1
imx6,generic,126-116,0,0,1,0,1
imx6,generic,126-117,0,0,1,0,1
imx6,generic,126-118,0,0,1,0,1
imx6,generic,126-119,0,0,1,0,1
imx6,generic,126-120,0,0,1,0,1
imx6,generic,126-121,0,0,1,0,1
imx6,generic,126-122,0,1,2,0,3
imx6,generic,126-123,0,0,1,0,1
imx6,generic,126-124,0,0,0,0,0
imx6,generic,126-125,1,2,2,0,5
imx6,generic,126-126,0,0,0,0,0
imx6,generic,126-127,0,0,1,0,1
imx6,generic,126-128,0,0,0,0,0
imx6,generic,126-129,1,2,2,0,5
imx6,generic,126-130,0,0,0,0,0
imx6,generic,126-131,0,0,0,0,0
imx6,generic,126-132,0,0,1,0,1
imx6,generic,126-133,0,0,0,0,0
imx6,generic,126-134,0,0,1,0,1
imx6,generic,126-135,0,0,1,0,1
imx6,generic,126-136,0,0,1,0,1
imx6,generic,126-137,0,0,0,0,0
imx6,generic,126-138,0,1,2,0,3
imx6,generic,126-139,0,0,1,0,1
imx6,generic,126-140,0,0,1,0,1
imx6,generic,126-141,0,0,1,0,1
imx6,generic,126-142,0,0,0,0,0
imx6,generic,126-143,0,0,1,0,1
imx6,generic,126-144,0,0,1,0,1
imx6,generic,126-145,0,1,2,0,3
imx6,generic,126-146,0,0,0,0,0
imx6,generic,126-147,0,0,1,0,1
imx6,generic,126-148,0,0,0,0,0
imx6,generic,126-149,0,0,0,0,0
imx6,generic,127-0,0,0,0,0,0
imx6,generic,127-1,0,0,2,0,2
imx6,generic,127-2,0,0,2,0,2
imx6,generic,127-3,0,0,2,0,2
imx6,generic,127-4,0,0,2,0,2
imx6,generic,127-5,0,0,0,0,0
imx6,generic,127-6,0,0,0,0,0
imx6,generic,127-7,0,0,0,0,0
imx6,generic,127-8,0,0,0,0,0
imx6,generic,127-9,0,0,0,0,0
imx6,generic,127-10,0,0,2,0,2
imx6,generic,127-11,0,0,2,0,2
imx6,generic,127-12,0,0,2,0,2
imx6,generic,127-13,0,0,0,0,0
imx6,generic,127-14,0,0,0,0,0
imx6,generic,127-15,0,0,0,0,0
imx6,generic,127-16,0,0,0,0,0
imx6,generic,127-17,0,0,2,0,2
imx6,generic,127-18,0,0,0,0,0
imx6,generic,127-19,0,0,0,0,0
imx6,generic,127-20,0,0,0,0,0
imx6,generic,127-21,0,0,2,0,2
imx6,generic,127-22,0,0,2,0,2
imx6,generic,127-23,0,0,2,0,2
imx6,generic,127-24,0,0,0,0,0
imx6,generic,127-25,1,2,3,0,6
imx6,generic,127-26,0,0,2,0,2
imx6,generic,127-27,0,0,0,0,0
imx6,generic,127-28,0,0,2,0,2
imx6,generic,127-29,0,1,2,0,3
imx6,generic,127-30,0,0,0,0,0
imx6,generic,127-31,0,0,0,0,0
imx6,generic,127-32,0,0,2,0,2
imx6,generic,127-33,0,0,2,0,2
imx6,generic,127-34,0,0,2,0,2
imx6,generic,127-35,0,0,0,0,0
imx6,generic,127-36,0,0,0,0,0
imx6,generic,127-37,0,0,2,0,2
imx6,generic,127-38,0,0,0,0,0
imx6,generic,127-39,0,0,0,0,0
imx6,generic,127-40,0,0,0,0,0
imx6,generic,127-41,0,0,2,0,2
imx6,generic,127-42,0,0,2,0,2
imx6,generic,127-43,0,0,0,0,0
imx6,generic,127-44,0,1,3,0,4
imx6,generic,127-45,1,2,3,0,6
imx6,generic,127-46,0,0,0,0,0
imx6,generic,127-47,0,0,0,0,0
imx6,generic,127-48,0,0,2,0,2
imx6,generic,127-49,0,0,0,0,0
imx6,generic,127-50,0,0,0,0,0
imx6,generic,127-51,0,0,2,0,2
imx6,generic,127-52,0,0,0,0,0
imx6,generic,127-53,0,1,2,0,3
